title,url,time_published,summary,source,overall_sentiment_score,overall_sentiment_label,type,topic,topic_relevance_score,ticker,ticker_sentiment_score,ticker_sentiment_label
Best Bitcoin & Crypto Gambling Sites for 2025 - Rated by Sharp Gamblers,https://www.benzinga.com/pressreleases/25/05/g45670832/best-bitcoin-crypto-gambling-sites-for-2025-rated-by-sharp-gamblers,20250529T135652,"Dallas, May 29, 2025 ( GLOBE NEWSWIRE ) -- Let's skip the slow stuff - banking with cards, waiting on banks, or even looking for Bitcoin casinos that stick to their promises. We're here to bring you the best Bitcoin gambling sites for 2025.",Benzinga,0.291965,Somewhat-Bullish,ticker,,,COIN,0.074748,Neutral
Best Bitcoin & Crypto Gambling Sites for 2025 - Rated by Sharp Gamblers,https://www.benzinga.com/pressreleases/25/05/g45670832/best-bitcoin-crypto-gambling-sites-for-2025-rated-by-sharp-gamblers,20250529T135652,"Dallas, May 29, 2025 ( GLOBE NEWSWIRE ) -- Let's skip the slow stuff - banking with cards, waiting on banks, or even looking for Bitcoin casinos that stick to their promises. We're here to bring you the best Bitcoin gambling sites for 2025.",Benzinga,0.291965,Somewhat-Bullish,ticker,,,BNXYF,0.263696,Somewhat-Bullish
Best Bitcoin & Crypto Gambling Sites for 2025 - Rated by Sharp Gamblers,https://www.benzinga.com/pressreleases/25/05/g45670832/best-bitcoin-crypto-gambling-sites-for-2025-rated-by-sharp-gamblers,20250529T135652,"Dallas, May 29, 2025 ( GLOBE NEWSWIRE ) -- Let's skip the slow stuff - banking with cards, waiting on banks, or even looking for Bitcoin casinos that stick to their promises. We're here to bring you the best Bitcoin gambling sites for 2025.",Benzinga,0.291965,Somewhat-Bullish,ticker,,,PLSQF,0.221408,Somewhat-Bullish
Best Bitcoin & Crypto Gambling Sites for 2025 - Rated by Sharp Gamblers,https://www.benzinga.com/pressreleases/25/05/g45670832/best-bitcoin-crypto-gambling-sites-for-2025-rated-by-sharp-gamblers,20250529T135652,"Dallas, May 29, 2025 ( GLOBE NEWSWIRE ) -- Let's skip the slow stuff - banking with cards, waiting on banks, or even looking for Bitcoin casinos that stick to their promises. We're here to bring you the best Bitcoin gambling sites for 2025.",Benzinga,0.291965,Somewhat-Bullish,ticker,,,FOREX:USD,0.103786,Neutral
Best Bitcoin & Crypto Gambling Sites for 2025 - Rated by Sharp Gamblers,https://www.benzinga.com/pressreleases/25/05/g45670832/best-bitcoin-crypto-gambling-sites-for-2025-rated-by-sharp-gamblers,20250529T135652,"Dallas, May 29, 2025 ( GLOBE NEWSWIRE ) -- Let's skip the slow stuff - banking with cards, waiting on banks, or even looking for Bitcoin casinos that stick to their promises. We're here to bring you the best Bitcoin gambling sites for 2025.",Benzinga,0.291965,Somewhat-Bullish,ticker,,,CRYPTO:BTC,0.222127,Somewhat-Bullish
Best Bitcoin & Crypto Gambling Sites for 2025 - Rated by Sharp Gamblers,https://www.benzinga.com/pressreleases/25/05/g45670832/best-bitcoin-crypto-gambling-sites-for-2025-rated-by-sharp-gamblers,20250529T135652,"Dallas, May 29, 2025 ( GLOBE NEWSWIRE ) -- Let's skip the slow stuff - banking with cards, waiting on banks, or even looking for Bitcoin casinos that stick to their promises. We're here to bring you the best Bitcoin gambling sites for 2025.",Benzinga,0.291965,Somewhat-Bullish,ticker,,,CRYPTO:ETH,0.144987,Neutral
Best Bitcoin & Crypto Gambling Sites for 2025 - Rated by Sharp Gamblers,https://www.benzinga.com/pressreleases/25/05/g45670832/best-bitcoin-crypto-gambling-sites-for-2025-rated-by-sharp-gamblers,20250529T135652,"Dallas, May 29, 2025 ( GLOBE NEWSWIRE ) -- Let's skip the slow stuff - banking with cards, waiting on banks, or even looking for Bitcoin casinos that stick to their promises. We're here to bring you the best Bitcoin gambling sites for 2025.",Benzinga,0.291965,Somewhat-Bullish,ticker,,,CRYPTO:DOGE,0.228025,Somewhat-Bullish
Best Bitcoin & Crypto Gambling Sites for 2025 - Rated by Sharp Gamblers,https://www.benzinga.com/pressreleases/25/05/g45670832/best-bitcoin-crypto-gambling-sites-for-2025-rated-by-sharp-gamblers,20250529T135652,"Dallas, May 29, 2025 ( GLOBE NEWSWIRE ) -- Let's skip the slow stuff - banking with cards, waiting on banks, or even looking for Bitcoin casinos that stick to their promises. We're here to bring you the best Bitcoin gambling sites for 2025.",Benzinga,0.291965,Somewhat-Bullish,ticker,,,CRYPTO:USDT,0.089856,Neutral
Best Bitcoin & Crypto Gambling Sites for 2025 - Rated by Sharp Gamblers,https://www.benzinga.com/pressreleases/25/05/g45670832/best-bitcoin-crypto-gambling-sites-for-2025-rated-by-sharp-gamblers,20250529T135652,"Dallas, May 29, 2025 ( GLOBE NEWSWIRE ) -- Let's skip the slow stuff - banking with cards, waiting on banks, or even looking for Bitcoin casinos that stick to their promises. We're here to bring you the best Bitcoin gambling sites for 2025.",Benzinga,0.291965,Somewhat-Bullish,ticker,,,CRYPTO:LTC,0.272429,Somewhat-Bullish
Best Bitcoin & Crypto Gambling Sites for 2025 - Rated by Sharp Gamblers,https://www.benzinga.com/pressreleases/25/05/g45670832/best-bitcoin-crypto-gambling-sites-for-2025-rated-by-sharp-gamblers,20250529T135652,"Dallas, May 29, 2025 ( GLOBE NEWSWIRE ) -- Let's skip the slow stuff - banking with cards, waiting on banks, or even looking for Bitcoin casinos that stick to their promises. We're here to bring you the best Bitcoin gambling sites for 2025.",Benzinga,0.291965,Somewhat-Bullish,ticker,,,CRYPTO:XMR,0.067291,Neutral
"Stablecoin issuer Circle kicks off its IPO, targeting a nearly $6 billion valuation",https://www.cnbc.com/2025/05/27/stablecoin-issuer-circle-kicks-off-its-ipo-targeting-a-nearly-6-billion-valuation.html,20250527T162923,"Circle, the issuer of the popular USDC stablecoin, has launched its initial public offering, looking to raise about $624 million at a $5.65 billion valuation.",CNBC,0.238461,Somewhat-Bullish,topic,IPO,0.451494,,,
"Stablecoin issuer Circle kicks off its IPO, targeting a nearly $6 billion valuation",https://www.cnbc.com/2025/05/27/stablecoin-issuer-circle-kicks-off-its-ipo-targeting-a-nearly-6-billion-valuation.html,20250527T162923,"Circle, the issuer of the popular USDC stablecoin, has launched its initial public offering, looking to raise about $624 million at a $5.65 billion valuation.",CNBC,0.238461,Somewhat-Bullish,topic,Financial Markets,0.972756,,,
"Stablecoin issuer Circle kicks off its IPO, targeting a nearly $6 billion valuation",https://www.cnbc.com/2025/05/27/stablecoin-issuer-circle-kicks-off-its-ipo-targeting-a-nearly-6-billion-valuation.html,20250527T162923,"Circle, the issuer of the popular USDC stablecoin, has launched its initial public offering, looking to raise about $624 million at a $5.65 billion valuation.",CNBC,0.238461,Somewhat-Bullish,topic,Finance,1.0,,,
"Stablecoin issuer Circle kicks off its IPO, targeting a nearly $6 billion valuation",https://www.cnbc.com/2025/05/27/stablecoin-issuer-circle-kicks-off-its-ipo-targeting-a-nearly-6-billion-valuation.html,20250527T162923,"Circle, the issuer of the popular USDC stablecoin, has launched its initial public offering, looking to raise about $624 million at a $5.65 billion valuation.",CNBC,0.238461,Somewhat-Bullish,topic,Blockchain,0.928139,,,
"Stablecoin issuer Circle kicks off its IPO, targeting a nearly $6 billion valuation",https://www.cnbc.com/2025/05/27/stablecoin-issuer-circle-kicks-off-its-ipo-targeting-a-nearly-6-billion-valuation.html,20250527T162923,"Circle, the issuer of the popular USDC stablecoin, has launched its initial public offering, looking to raise about $624 million at a $5.65 billion valuation.",CNBC,0.238461,Somewhat-Bullish,ticker,,,COIN,0.304372,Somewhat-Bullish
"Stablecoin issuer Circle kicks off its IPO, targeting a nearly $6 billion valuation",https://www.cnbc.com/2025/05/27/stablecoin-issuer-circle-kicks-off-its-ipo-targeting-a-nearly-6-billion-valuation.html,20250527T162923,"Circle, the issuer of the popular USDC stablecoin, has launched its initial public offering, looking to raise about $624 million at a $5.65 billion valuation.",CNBC,0.238461,Somewhat-Bullish,ticker,,,FOREX:USD,0.066193,Neutral
"Stablecoin issuer Circle kicks off its IPO, targeting a nearly $6 billion valuation",https://www.cnbc.com/2025/05/27/stablecoin-issuer-circle-kicks-off-its-ipo-targeting-a-nearly-6-billion-valuation.html,20250527T162923,"Circle, the issuer of the popular USDC stablecoin, has launched its initial public offering, looking to raise about $624 million at a $5.65 billion valuation.",CNBC,0.238461,Somewhat-Bullish,ticker,,,CRYPTO:BTC,0.0,Neutral
"Buy a Burger With Bitcoin? Beware the Tax Risks, Experts Warn",https://decrypt.co/321389/buy-burger-bitcoin-beware-tax-risks,20250524T130102,"Steak 'n Shake now accepts Bitcoin payments, but buying burgers (or anything else) with BTC comes with risks, tax experts told Decrypt.",Decrypt.co,0.068781,Neutral,topic,Finance,1.0,,,
"Buy a Burger With Bitcoin? Beware the Tax Risks, Experts Warn",https://decrypt.co/321389/buy-burger-bitcoin-beware-tax-risks,20250524T130102,"Steak 'n Shake now accepts Bitcoin payments, but buying burgers (or anything else) with BTC comes with risks, tax experts told Decrypt.",Decrypt.co,0.068781,Neutral,topic,Blockchain,0.972193,,,
"Buy a Burger With Bitcoin? Beware the Tax Risks, Experts Warn",https://decrypt.co/321389/buy-burger-bitcoin-beware-tax-risks,20250524T130102,"Steak 'n Shake now accepts Bitcoin payments, but buying burgers (or anything else) with BTC comes with risks, tax experts told Decrypt.",Decrypt.co,0.068781,Neutral,topic,Financial Markets,0.108179,,,
"Buy a Burger With Bitcoin? Beware the Tax Risks, Experts Warn",https://decrypt.co/321389/buy-burger-bitcoin-beware-tax-risks,20250524T130102,"Steak 'n Shake now accepts Bitcoin payments, but buying burgers (or anything else) with BTC comes with risks, tax experts told Decrypt.",Decrypt.co,0.068781,Neutral,ticker,,,COIN,-0.001018,Neutral
"Buy a Burger With Bitcoin? Beware the Tax Risks, Experts Warn",https://decrypt.co/321389/buy-burger-bitcoin-beware-tax-risks,20250524T130102,"Steak 'n Shake now accepts Bitcoin payments, but buying burgers (or anything else) with BTC comes with risks, tax experts told Decrypt.",Decrypt.co,0.068781,Neutral,ticker,,,FOREX:USD,-0.056923,Neutral
"Buy a Burger With Bitcoin? Beware the Tax Risks, Experts Warn",https://decrypt.co/321389/buy-burger-bitcoin-beware-tax-risks,20250524T130102,"Steak 'n Shake now accepts Bitcoin payments, but buying burgers (or anything else) with BTC comes with risks, tax experts told Decrypt.",Decrypt.co,0.068781,Neutral,ticker,,,CRYPTO:BTC,0.043923,Neutral
"Buy a Burger With Bitcoin? Beware the Tax Risks, Experts Warn",https://decrypt.co/321389/buy-burger-bitcoin-beware-tax-risks,20250524T130102,"Steak 'n Shake now accepts Bitcoin payments, but buying burgers (or anything else) with BTC comes with risks, tax experts told Decrypt.",Decrypt.co,0.068781,Neutral,ticker,,,CRYPTO:ETH,0.072046,Neutral
America's Biggest Banks Consider Teaming Up to Challenge $245B Stablecoin Market: WSJ,https://decrypt.co/321744/americas-biggest-banks-teaming-stablecoin-market,20250523T053219,Major U.S. banks are weighing a joint stablecoin venture as pending legislation opens the door to challenge Circle and Tether's dominance.,Decrypt.co,0.124869,Neutral,topic,Economy - Monetary,0.158519,,,
America's Biggest Banks Consider Teaming Up to Challenge $245B Stablecoin Market: WSJ,https://decrypt.co/321744/americas-biggest-banks-teaming-stablecoin-market,20250523T053219,Major U.S. banks are weighing a joint stablecoin venture as pending legislation opens the door to challenge Circle and Tether's dominance.,Decrypt.co,0.124869,Neutral,topic,IPO,0.158519,,,
America's Biggest Banks Consider Teaming Up to Challenge $245B Stablecoin Market: WSJ,https://decrypt.co/321744/americas-biggest-banks-teaming-stablecoin-market,20250523T053219,Major U.S. banks are weighing a joint stablecoin venture as pending legislation opens the door to challenge Circle and Tether's dominance.,Decrypt.co,0.124869,Neutral,topic,Economy - Fiscal,0.158519,,,
America's Biggest Banks Consider Teaming Up to Challenge $245B Stablecoin Market: WSJ,https://decrypt.co/321744/americas-biggest-banks-teaming-stablecoin-market,20250523T053219,Major U.S. banks are weighing a joint stablecoin venture as pending legislation opens the door to challenge Circle and Tether's dominance.,Decrypt.co,0.124869,Neutral,topic,Finance,1.0,,,
America's Biggest Banks Consider Teaming Up to Challenge $245B Stablecoin Market: WSJ,https://decrypt.co/321744/americas-biggest-banks-teaming-stablecoin-market,20250523T053219,Major U.S. banks are weighing a joint stablecoin venture as pending legislation opens the door to challenge Circle and Tether's dominance.,Decrypt.co,0.124869,Neutral,topic,Blockchain,0.990678,,,
America's Biggest Banks Consider Teaming Up to Challenge $245B Stablecoin Market: WSJ,https://decrypt.co/321744/americas-biggest-banks-teaming-stablecoin-market,20250523T053219,Major U.S. banks are weighing a joint stablecoin venture as pending legislation opens the door to challenge Circle and Tether's dominance.,Decrypt.co,0.124869,Neutral,ticker,,,C,-0.076066,Neutral
America's Biggest Banks Consider Teaming Up to Challenge $245B Stablecoin Market: WSJ,https://decrypt.co/321744/americas-biggest-banks-teaming-stablecoin-market,20250523T053219,Major U.S. banks are weighing a joint stablecoin venture as pending legislation opens the door to challenge Circle and Tether's dominance.,Decrypt.co,0.124869,Neutral,ticker,,,BAC,-0.076066,Neutral
America's Biggest Banks Consider Teaming Up to Challenge $245B Stablecoin Market: WSJ,https://decrypt.co/321744/americas-biggest-banks-teaming-stablecoin-market,20250523T053219,Major U.S. banks are weighing a joint stablecoin venture as pending legislation opens the door to challenge Circle and Tether's dominance.,Decrypt.co,0.124869,Neutral,ticker,,,WFC,-0.076066,Neutral
America's Biggest Banks Consider Teaming Up to Challenge $245B Stablecoin Market: WSJ,https://decrypt.co/321744/americas-biggest-banks-teaming-stablecoin-market,20250523T053219,Major U.S. banks are weighing a joint stablecoin venture as pending legislation opens the door to challenge Circle and Tether's dominance.,Decrypt.co,0.124869,Neutral,ticker,,,COIN,0.040024,Neutral
America's Biggest Banks Consider Teaming Up to Challenge $245B Stablecoin Market: WSJ,https://decrypt.co/321744/americas-biggest-banks-teaming-stablecoin-market,20250523T053219,Major U.S. banks are weighing a joint stablecoin venture as pending legislation opens the door to challenge Circle and Tether's dominance.,Decrypt.co,0.124869,Neutral,ticker,,,FOREX:USD,0.048031,Neutral
America's Biggest Banks Consider Teaming Up to Challenge $245B Stablecoin Market: WSJ,https://decrypt.co/321744/americas-biggest-banks-teaming-stablecoin-market,20250523T053219,Major U.S. banks are weighing a joint stablecoin venture as pending legislation opens the door to challenge Circle and Tether's dominance.,Decrypt.co,0.124869,Neutral,ticker,,,CRYPTO:BTC,0.097063,Neutral
America's Biggest Banks Consider Teaming Up to Challenge $245B Stablecoin Market: WSJ,https://decrypt.co/321744/americas-biggest-banks-teaming-stablecoin-market,20250523T053219,Major U.S. banks are weighing a joint stablecoin venture as pending legislation opens the door to challenge Circle and Tether's dominance.,Decrypt.co,0.124869,Neutral,ticker,,,CRYPTO:USDT,0.040024,Neutral
Bitcoin Options Open Interest Spikes to Record High as Traders Target $116K,https://decrypt.co/321685/bitcoin-options-open-interest-spikes-to-record-high-traders-target-116k,20250522T202922,An influx of participation in the Bitcoin options market rivaled levels seen in late November.,Decrypt.co,0.274568,Somewhat-Bullish,topic,Finance,1.0,,,
Bitcoin Options Open Interest Spikes to Record High as Traders Target $116K,https://decrypt.co/321685/bitcoin-options-open-interest-spikes-to-record-high-traders-target-116k,20250522T202922,An influx of participation in the Bitcoin options market rivaled levels seen in late November.,Decrypt.co,0.274568,Somewhat-Bullish,topic,Financial Markets,0.576289,,,
Bitcoin Options Open Interest Spikes to Record High as Traders Target $116K,https://decrypt.co/321685/bitcoin-options-open-interest-spikes-to-record-high-traders-target-116k,20250522T202922,An influx of participation in the Bitcoin options market rivaled levels seen in late November.,Decrypt.co,0.274568,Somewhat-Bullish,ticker,,,COIN,0.246961,Somewhat-Bullish
Bitcoin Options Open Interest Spikes to Record High as Traders Target $116K,https://decrypt.co/321685/bitcoin-options-open-interest-spikes-to-record-high-traders-target-116k,20250522T202922,An influx of participation in the Bitcoin options market rivaled levels seen in late November.,Decrypt.co,0.274568,Somewhat-Bullish,ticker,,,FOREX:USD,0.257917,Somewhat-Bullish
Bitcoin Options Open Interest Spikes to Record High as Traders Target $116K,https://decrypt.co/321685/bitcoin-options-open-interest-spikes-to-record-high-traders-target-116k,20250522T202922,An influx of participation in the Bitcoin options market rivaled levels seen in late November.,Decrypt.co,0.274568,Somewhat-Bullish,ticker,,,CRYPTO:BTC,0.380938,Bullish
Bitcoin hits record high as US-China trade tensions ease,https://www.scmp.com/tech/blockchain/article/3311297/bitcoin-hits-record-high-us-china-trade-tensions-ease-crypto-sentiment-improves,20250522T015103,"'A target of US$150,000 in 2025 is still very much on the cards,' one analyst says.",South China Morning Post,-0.016882,Neutral,topic,Economy - Fiscal,0.158519,,,
Bitcoin hits record high as US-China trade tensions ease,https://www.scmp.com/tech/blockchain/article/3311297/bitcoin-hits-record-high-us-china-trade-tensions-ease-crypto-sentiment-improves,20250522T015103,"'A target of US$150,000 in 2025 is still very much on the cards,' one analyst says.",South China Morning Post,-0.016882,Neutral,topic,Financial Markets,0.108179,,,
Bitcoin hits record high as US-China trade tensions ease,https://www.scmp.com/tech/blockchain/article/3311297/bitcoin-hits-record-high-us-china-trade-tensions-ease-crypto-sentiment-improves,20250522T015103,"'A target of US$150,000 in 2025 is still very much on the cards,' one analyst says.",South China Morning Post,-0.016882,Neutral,topic,Finance,1.0,,,
Bitcoin hits record high as US-China trade tensions ease,https://www.scmp.com/tech/blockchain/article/3311297/bitcoin-hits-record-high-us-china-trade-tensions-ease-crypto-sentiment-improves,20250522T015103,"'A target of US$150,000 in 2025 is still very much on the cards,' one analyst says.",South China Morning Post,-0.016882,Neutral,topic,Blockchain,0.682689,,,
Bitcoin hits record high as US-China trade tensions ease,https://www.scmp.com/tech/blockchain/article/3311297/bitcoin-hits-record-high-us-china-trade-tensions-ease-crypto-sentiment-improves,20250522T015103,"'A target of US$150,000 in 2025 is still very much on the cards,' one analyst says.",South China Morning Post,-0.016882,Neutral,topic,Economy - Macro,0.158519,,,
